gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,ATC_Code,ATC_Category
GABRP,hgnc:4089,GABRP,ChEMBL,32,positive modulator,0.097380386,CLONAZEPAM,rxcui:2598,CLONAZEPAM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.061055956,CLONAZEPAM,rxcui:2598,CLONAZEPAM,True,False,False,,
GABRA1,hgnc:4075,GABRA1,ChEMBL,32,positive modulator,0.035788868,BUTABARBITAL SODIUM,rxcui:91109,BUTABARBITAL SODIUM,True,False,False,,
GABRP,hgnc:4089,GABRP,ChEMBL,32,positive modulator,0.029863318,ACAMPROSATE CALCIUM,rxcui:152761,ACAMPROSATE CALCIUM,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.030246181,ACAMPROSATE CALCIUM,rxcui:152761,ACAMPROSATE CALCIUM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,BUTABARBITAL SODIUM,rxcui:91109,BUTABARBITAL SODIUM,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.047259659,BUTABARBITAL SODIUM,rxcui:91109,BUTABARBITAL SODIUM,True,False,False,,
GABRA4,hgnc:4078,GABRA4,ChEMBL,32,positive modulator,0.028770758,ACAMPROSATE CALCIUM,rxcui:152761,ACAMPROSATE CALCIUM,True,False,False,,
GABRE,hgnc:4085,GABRE,ChEMBL,32,positive modulator,0.047259659,BUTABARBITAL SODIUM,rxcui:91109,BUTABARBITAL SODIUM,True,False,False,,
GABRB2,hgnc:4082,GABRB2,ChEMBL,32,positive modulator,0.034290729,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
GABRA2,hgnc:4076,GABRA2,ChEMBL,32,positive modulator,0.097219869,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,METHYPRYLON,rxcui:6910,METHYPRYLON,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.037807727,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
GABRB2,hgnc:4082,GABRB2,ChEMBL,32,positive modulator,0.042863411,METHYPRYLON,rxcui:6910,METHYPRYLON,True,False,False,,
GABRG2,hgnc:4087,GABRG2,ChEMBL,32,positive modulator,0.043883969,METHYPRYLON,rxcui:6910,METHYPRYLON,True,False,False,,
GABRG3,hgnc:4088,GABRG3,ChEMBL,32,positive modulator,0.067793165,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
GABRB1,hgnc:4081,GABRB1,ChEMBL,32,positive modulator,0.035963447,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
GABRA5,hgnc:4079,GABRA5,ChEMBL,32,positive modulator,0.02234093,PROPOFOL,rxcui:8782,PROPOFOL,True,False,False,N01AX10,General anesthetics
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.023404783,PROPOFOL,rxcui:8782,PROPOFOL,True,False,False,N01AX10,General anesthetics
GABRD,hgnc:4084,GABRD,ChEMBL,32,positive modulator,0.04787342,SECOBARBITAL SODIUM,rxcui:91110,SECOBARBITAL SODIUM,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.047259659,SECOBARBITAL SODIUM,rxcui:91110,SECOBARBITAL SODIUM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,SECOBARBITAL SODIUM,rxcui:91110,SECOBARBITAL SODIUM,True,False,False,,
GABRA1,hgnc:4075,GABRA1,ChEMBL,32,positive modulator,0.208226139,ZOLPIDEM TARTRATE,rxcui:221183,ZOLPIDEM TARTRATE,True,False,False,,
GABRB1,hgnc:4081,GABRB1,ChEMBL,32,positive modulator,0.065388086,ZOLPIDEM TARTRATE,rxcui:221183,ZOLPIDEM TARTRATE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,"SULFADIAZINE, SILVER",rxcui:9793,SILVER SULFADIAZINE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFALENE,rxcui:10175,SULFALENE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,MAFENIDE ACETATE,rxcui:6572,MAFENIDE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFAMETHOXAZOLE,rxcui:10180,SULFAMETHOXAZOLE,True,False,False,,
BLA,,,ChEMBL,32,inhibitor,,CLAVULANATE POTASSIUM,rxcui:831418,CLAVULANATE POTASSIUM,True,False,False,,
BLAT-3,,,ChEMBL,32,inhibitor,,CLAVULANATE POTASSIUM,rxcui:831418,CLAVULANATE POTASSIUM,True,False,False,,
BLAT-4,,,ChEMBL,32,inhibitor,,CLAVULANATE POTASSIUM,rxcui:831418,CLAVULANATE POTASSIUM,True,False,False,,
BLAT-5,,,ChEMBL,32,inhibitor,,CLAVULANATE POTASSIUM,rxcui:831418,CLAVULANATE POTASSIUM,True,False,False,,
BLAT-6,,,ChEMBL,32,inhibitor,,CLAVULANATE POTASSIUM,rxcui:831418,CLAVULANATE POTASSIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFAMANDOLE NAFATE,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFACLOR,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEPHALOTHIN SODIUM,rxcui:9860,CEPHALOTHIN SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEPHALOGLYCIN,ncit:C65307,CEPHALOGLYCIN,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFMETAZOLE SODIUM,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFORANIDE,rxcui:20486,CEFORANIDE,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFTAROLINE FOSAMIL ACETATE,rxcui:1743286,CEFTAROLINE FOSAMIL ACETATE,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFADROXIL,rxcui:1545975,CEFADROXIL ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,AMPICILLIN,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFIXIME,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CARBENICILLIN DISODIUM,rxcui:258332,CARBENICILLIN DISODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CYCLACILLIN,rxcui:2968,CYCLACILLIN,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFONICID SODIUM,ncit:C65300,CEFONICID SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFEPIME HYDROCHLORIDE,rxcui:236058,CEFEPIME HYDROCHLORIDE,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,PENICILLIN G SODIUM,rxcui:9900,PENICILLIN G SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,IMIPENEM,rxcui:1545986,IMIPENEM ANHYDROUS,True,False,False,,
VSSC,,,ChEMBL,32,blocker,,PERMETHRIN,rxcui:33199,PERMETHRIN,True,False,False,,
RPSB,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLD,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSJ,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSK,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSL,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSM,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSN,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSO,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSP,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSQ,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSR,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSS,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPST,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSU,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSC,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSD,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSE,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSF,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSG,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSH,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPSI,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLJ,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLK,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLM,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLN,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLO,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLP,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLQ,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLR,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLS,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLA,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLT,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLU,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLV,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLW,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLX,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
RPLY,,,ChEMBL,32,inhibitor,,OXYTETRACYCLINE,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,,
