Gene,term,References,Evidence,,Type_GO,product_name,,type,,Date,,,
HSPA8,GO:0009410,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0010045,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0010667,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0014823,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0016191,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0021549,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0030900,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0031647,PMID:26212789,IMP,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151012,ParkinsonsUK-UCL,UniProtKB:Q96PG8,
HSPA8,GO:0032355,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0032570,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0034605,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0042026,PMID:21231916,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140403,UniProt,,
HSPA8,GO:0042026,PMID:25719862,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151005,ParkinsonsUK-UCL,,
HSPA8,GO:0043254,PMID:20176123,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151019,ParkinsonsUK-UCL,GO:0061684,
HSPA8,GO:0044743,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0044829,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0044849,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0045471,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0045862,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0045892,PMID:10722728,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20110408,UniProt,,
HSPA8,GO:0046034,PMID:23921388,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20150417,BHF-UCL,,
HSPA8,GO:0048026,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0050766,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0051726,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0061024,Reactome:R-HSA-199991,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20231116,Reactome,,
HSPA8,GO:0061635,GO_REF:0000024,ISS,UniProtKB:P63018,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20220810,ParkinsonsUK-UCL,,
HSPA8,GO:0061684,GO_REF:0000024,ISS,UniProtKB:P63018,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151027,ParkinsonsUK-UCL,,
HSPA8,GO:0061684,PMID:20176123,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151116,ParkinsonsUK-UCL,GO:0009267,
HSPA8,GO:0061684,PMID:25719862,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151002,ParkinsonsUK-UCL,,
HSPA8,GO:0061738,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0061740,PMID:11559757,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20230119,UniProt,,
HSPA8,GO:0061740,PMID:26212789,IMP,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160810,ParkinsonsUK-UCL,UniProtKB:Q96PG8,
HSPA8,GO:0061740,PMID:2799391,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151026,ParkinsonsUK-UCL,,
HSPA8,GO:0061740,PMID:36586411,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20230119,UniProt,,
HSPA8,GO:0070301,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0071276,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0071383,Reactome:R-HSA-3371497,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20231117,Reactome,,
HSPA8,GO:0072318,PMID:8524399,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20231027,UniProt,,
HSPA8,GO:0097214,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0098880,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0099175,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:1900226,PMID:36586411,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20230119,UniProt,,
HSPA8,GO:1902904,PMID:23921388,IDA,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140415,BHF-UCL,,
HSPA8,GO:1904589,PMID:20176123,TAS,,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20220810,ParkinsonsUK-UCL,GO:0061684|GO:0005764,
HSPA8,GO:1904592,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:1904764,GO_REF:0000024,ISS,UniProtKB:P63018,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151027,ParkinsonsUK-UCL,,
HSPA8,GO:1990832,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:1990834,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,P,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005765,PMID:11559757,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20230119,UniProt,,
HSPA8,GO:0000974,PMID:20176811,IPI,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20210519,ComplexPortal,,
HSPA8,GO:0001917,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005576,Reactome:R-HSA-6798748,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160716,Reactome,,
HSPA8,GO:0005576,Reactome:R-HSA-6800434,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160716,Reactome,,
HSPA8,GO:0005615,PMID:16502470,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140603,UniProt,UBERON:0001914,
HSPA8,GO:0005634,PMID:20176811,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20120718,UniProt,,
HSPA8,GO:0005654,Reactome:R-HSA-3371467,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-3371518,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-3371554,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-5082356,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-5082369,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-5082384,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-8932221,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160801,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9770131,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9770141,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9770145,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9770236,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9770847,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005654,Reactome:R-HSA-9772351,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131105,Reactome,,
HSPA8,GO:0005681,PMID:20176811,IPI,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20210519,ComplexPortal,,
HSPA8,GO:0005730,GO_REF:0000044,IEA,UniProtKB-SubCell:SL-0188,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240408,UniProt,,
HSPA8,GO:0005765,GO_REF:0000024,ISS,UniProtKB:P63018,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151027,ParkinsonsUK-UCL,,
HSPA8,GO:0005770,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005776,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005829,PMID:21231916,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140403,UniProt,,
HSPA8,GO:0005829,Reactome:R-HSA-3371422,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-3371503,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-3371590,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-421836,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-432688,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-450551,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-450580,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-5618085,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-5618098,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-5618105,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-5618107,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-5618110,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-6797269,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-8868658,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-8868660,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005829,Reactome:R-HSA-9835411,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130516,Reactome,,
HSPA8,GO:0005874,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005882,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0005886,Reactome:R-HSA-888589,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130528,Reactome,,
HSPA8,GO:0005925,PMID:21423176,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140715,UniProt,CL:0000057,
HSPA8,GO:0008021,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0009986,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0014069,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0016020,PMID:19946888,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140627,UniProt,,
HSPA8,GO:0034774,Reactome:R-HSA-6798748,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160716,Reactome,,
HSPA8,GO:0042470,GO_REF:0000044,IEA,UniProtKB-SubCell:SL-0161,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240408,UniProt,,
HSPA8,GO:0043195,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0043197,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0043198,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0043202,PMID:25719862,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151005,ParkinsonsUK-UCL,,
HSPA8,GO:0043204,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0048471,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0048471,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0061202,Reactome:R-HSA-888589,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130528,Reactome,,
HSPA8,GO:0061202,Reactome:R-HSA-917744,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130528,Reactome,,
HSPA8,GO:0070062,PMID:19028452,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140704,UniProt,UBERON:0001913,
HSPA8,GO:0070062,PMID:19056867,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131024,UniProt,UBERON:0001088,
HSPA8,GO:0070062,PMID:19199708,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131029,UniProt,UBERON:0001831,
HSPA8,GO:0070062,PMID:20458337,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130829,UniProt,,
HSPA8,GO:0070062,PMID:20458337,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20130829,UniProt,CL:0000639,
HSPA8,GO:0070062,PMID:21235781,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140709,UniProt,UBERON:0001913,
HSPA8,GO:0070062,PMID:21362503,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20121116,UniProt,CL:0002367,
HSPA8,GO:0070062,PMID:23533145,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20140714,UniProt,,
HSPA8,GO:0072562,PMID:22516433,HDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20131223,UniProt,,
HSPA8,GO:0098575,PMID:20176123,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20151019,ParkinsonsUK-UCL,GO:0061684,
HSPA8,GO:0098684,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0098690,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0098690,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0098978,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0098978,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0099523,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0099524,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0099634,GO_REF:0000107,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:1904813,Reactome:R-HSA-6800434,TAS,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20160716,Reactome,,
HSPA8,GO:1990836,GO_REF:0000107,IEA,UniProtKB:P63018|ensembl:ENSRNOP00000042159,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20240129,Ensembl,,
HSPA8,GO:0000974,PMID:20176811,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20120718,UniProt,,
HSPA8,GO:0101031,PMID:16207813,IPI,UniProtKB:O95816|UniProtKB:Q9UNE7,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20180305,ARUK-UCL,,
HSPA8,GO:1990904,PMID:17289661,IDA,,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20091002,UniProt,,
HSPA8,GO:0031072,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P0DMV9|UniProtKB:P34931|UniProtKB:P17066|UniProtKB:P0DMV8|UniProtKB:P11142|UniProtKB:Q8IB24|RGD:1311806|UniProtKB:K7NTP5,F,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20230603,GO_Central,,
HSPA8,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:P11142|WB:WBGene00002005|UniProtKB:P54652|RGD:621725|UniProtKB:P08106|SGD:S000003947|WB:WBGene00002026|PomBase:SPBC1709.05|SGD:S000000171|CGD:CAL0000184706|MGI:MGI:105384,C,Heat shock cognate 71 kDa protein,HSC70|HSP73|HSPA10,protein,NCBITaxon:9606,20231109,GO_Central,,
