gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,Interactor_Type,ATC_Code,ATC_Category
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.055799483,FLUORESCEIN,rxcui:25138,FLUORESCEIN,TRUE,FALSE,FALSE,Both,,Diagnostic agents
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.035508762,PERHEXILINE MALEATE,rxcui:33169,PERHEXILINE MALEATE,TRUE,FALSE,FALSE,Both,,Cardiac therapy
CSNK1A1,hgnc:2451,CSNK1A1,DTC,5-Jun-23,,0.526607624,SB-431542,iuphar.ligand:8216,SB-431542,FALSE,FALSE,FALSE,Novel,,TGF-beta Receptor Inhibitor
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.179817237,NOCODAZOLE,ncit:C75228,NOCODAZOLE,FALSE,FALSE,FALSE,Novel,,Mitotic Inhibitor
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.382987363,PCI-24781,ncit:C68920,ABEXINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.127662454,DACINOSTAT,ncit:C81158,DACINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
UNIPROT:P07437,hgnc:20778,TUBB,TEND,1-Aug-11,,0.05933607,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.150459321,ABI-011,ncit:C116890,NANOPARTICLE ALBUMIN-BOUND THIOCOLCHICINE DIMER NAB-5404,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.081239744,Trametinib,rxcui:1425098,TRAMETINIB DIMETHYL SULFOXIDE,TRUE,FALSE,TRUE,,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.047373537,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.195298192,ARTEMISIN,chembl:CHEMBL77,ARTEMISIN,FALSE,FALSE,FALSE,Both,,Antimalarial Agent (Artemisinin Derivative)
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.255324909,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Novel,,Vinca alkaloids and analogues
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
PRKCA,hgnc:9393,PRKCA,DTC,5-Jun-23,,0.491500449,ENOXOLONE,ncit:C526,ENOXOLONE,FALSE,FALSE,FALSE,Novel,,Muscarinic Antagonist
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.031675647,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Known,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Both,,Vinca alkaloids and analogues
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Novel,,Peptide
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,negative modulator,0.047373537,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
GSK3B,hgnc:4617,GSK3B,PharmGKB,5-Jun-23,,0.109222322,fluoxetine,rxcui:227224,FLUOXETINE HYDROCHLORIDE,TRUE,FALSE,FALSE,Known,,Antidepressants
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.005660817,DAUNORUBICIN,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.871626412,DYPHYLLINE,rxcui:3714,DYPHYLLINE,TRUE,FALSE,FALSE,Unknown,,Xanthine Derivative (Bronchodilator)
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.25422437,FLAVOXATE HYDROCHLORIDE,rxcui:142437,FLAVOXATE HYDROCHLORIDE,TRUE,FALSE,FALSE,Unknown,,Urologicals
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Novel,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Unknown,,Antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Both,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
GSK3B,hgnc:4617,GSK3B,ChEMBL,32,inhibitor,0.436889288,LITHIUM CARBONATE,rxcui:42351,LITHIUM CARBONATE,TRUE,FALSE,FALSE,Known,,Antipsychotics
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.040122486,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Known,,Peptide
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.046809567,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Unknown,,Peptide
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,LOTAMILAST,ncit:C170131,LOTAMILAST,FALSE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,OGLEMILAST,ncit:C87376,OGLEMILAST,FALSE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.338965827,ENSIFENTRINE,ncit:C166674,ENSIFENTRINE,FALSE,FALSE,FALSE,Unknown,,GSK-3 Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.032549699,INDOPROFEN,ncit:C83801,INDOPROFEN,TRUE,FALSE,FALSE,Both,,Anti-inflammatory and antirheumatic products
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Unknown,,Vinca alkaloids and analogues
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.091187467,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Known,,Vinca alkaloids and analogues
PSEN1,hgnc:9508,PSEN1,DTC,5-Jun-23,,1.701347709,SEMAGACESTAT,ncit:C81115,SEMAGACESTAT,FALSE,FALSE,FALSE,Known,,Gamma-Secretase Inhibitor
PRKACA,hgnc:9380,PRKACA,DTC,5-Jun-23,,0.067022789,ALISERTIB,ncit:C71717,ALISERTIB,FALSE,FALSE,TRUE,Both,,Aurora Kinase Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.043399598,LESTAURTINIB,ncit:C48402,LESTAURTINIB,FALSE,FALSE,TRUE,Both,,Tyrosine Kinase Inhibitor
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.842572199,AKT INHIBITOR VIII,iuphar.ligand:5921,AKT INHIBITOR VIII,FALSE,FALSE,FALSE,Known,,AKT Inhibitor
AKT1,hgnc:391,AKT1,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.04212861,GSK2126458,ncit:C88270,OMIPALISIB,FALSE,FALSE,TRUE,Known,,PI3K/mTOR Inhibitor
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.02808574,trimipramine,rxcui:10834,TRIMIPRAMINE,TRUE,FALSE,FALSE,Known,,Antidepressants
UNIPROT:Q08493,hgnc:8782,PDE4C,TdgClinicalTrial,14-Jan,,0.338965827,IBUDILAST,ncit:C65876,IBUDILAST,FALSE,FALSE,FALSE,Unknown,,Phosphodiesterase Inhibitor
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.22468592,PANOBINOSTAT,rxcui:1603350,PANOBINOSTAT,TRUE,FALSE,TRUE,Known,,Other antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.22468592,PANOBINOSTAT,rxcui:1603350,PANOBINOSTAT,TRUE,FALSE,TRUE,Known,,Other antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Unknown,,Vinca alkaloids and analogues
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.04180018,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Novel,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Novel,,Peptide
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.067405776,TRIFLUOPERAZINE,rxcui:10800,TRIFLUOPERAZINE,TRUE,FALSE,FALSE,Known,,Antipsychotics
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.047373537,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.184890451,AMLEXANOX,rxcui:46307,AMLEXANOX,TRUE,FALSE,FALSE,Unknown,,Anti-Inflammatory Agent
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Novel,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Both,,Antineoplastic agents
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.047951263,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,ChEMBL,32,negative modulator,0.040122486,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,negative modulator,0.046809567,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,negative modulator,0.047373537,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.047373537,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.046809567,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.047373537,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.080244971,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
PSEN1,hgnc:9508,PSEN1,ChEMBL,32,inhibitor,1.296264921,AVAGACESTAT,ncit:C96305,AVAGACESTAT,FALSE,FALSE,FALSE,Known,,Gamma-Secretase Inhibitor
PSEN1,hgnc:9508,PSEN1,ChEMBL,32,inhibitor,0.64813246,BEGACESTAT,ncit:C76054,BEGACESTAT,FALSE,FALSE,FALSE,Known,,AKT Inhibitor
APP,hgnc:620,APP,ChEMBL,32,binder,3.932003593,PONEZUMAB,ncit:C97941,PONEZUMAB,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
